"Story","Title","Result","Date","Stability","Duration (s)"
"Artist","Search for Artist","ERROR","2021-03-27T19:49:04.7597314Z[Europe/London]","0.0","0.08"
"Artist","Invalid search for an Artist","ERROR","2021-03-27T19:49:04.865697Z[Europe/London]","0.0","0.08"
"Artist","Search for a Non-existent artist","ERROR","2021-03-27T19:49:04.9616737Z[Europe/London]","0.0","0.1"
