"Story","Title","Result","Date","Stability","Duration (s)"
"Artist","Search for Artist","SUCCESS","2021-03-27T19:43:52.4323681Z[Europe/London]","0.0","0.58"
"Artist","Invalid search for an Artist","SUCCESS","2021-03-27T19:43:53.0271731Z[Europe/London]","0.0","0.55"
"Artist","Search for a Non-existent artist","SUCCESS","2021-03-27T19:43:53.5906467Z[Europe/London]","0.0","0.62"
