"Story","Title","Result","Date","Stability","Duration (s)"
"Artist","Search for Artist","SUCCESS","2021-03-27T20:22:01.7607111Z[Europe/London]","0.0","0.64"
"Artist","Invalid search for an Artist","SUCCESS","2021-03-27T20:22:02.4078461Z[Europe/London]","0.0","0.51"
"Artist","Search for a Non-existent artist","SUCCESS","2021-03-27T20:22:02.930284Z[Europe/London]","0.0","0.55"
